temperature;humidity;wind_speed;wind_gust;daily_ra;monthly_ra;yearly_ra;uv_0_11;date
52.9;85.0;2.7;4.9;0.0;5.52;9.58;0;2019-03-01T02:25:00+00:00
60.6;66.0;0.0;0.0;0.0;5.52;9.58;1;2019-02-28T22:25:00+00:00
62.6;61.0;0.0;0.0;0.0;5.52;9.58;2;2019-02-28T20:55:00+00:00
63.0;60.0;5.8;7.4;0.0;5.52;9.58;3;2019-02-28T19:45:00+00:00
49.1;90.0;0.0;0.0;0.0;5.52;9.58;4;2019-02-28T14:55:00+00:00
42.4;99.0;0.0;0.0;0.0;5.52;9.58;2;2019-02-28T13:26:00+00:00
43.3;99.0;0.0;0.0;0.0;5.52;9.58;0;2019-02-28T07:30:00+00:00
43.2;99.0;0.0;0.0;0.0;5.52;9.58;0;2019-02-28T06:25:00+00:00
42.1;99.0;0.0;0.0;0.19;5.52;9.58;0;2019-02-28T02:25:00+00:00
46.8;92.0;0.0;0.0;0.19;5.52;9.58;1;2019-02-27T20:26:00+00:00
40.8;98.0;0.0;0.0;0.18;5.5;9.57;3;2019-02-27T14:56:00+00:00
41.4;99.0;0.0;0.0;0.09;5.42;9.48;1;2019-02-27T13:51:00+00:00
42.1;98.0;0.0;0.0;0.04;5.36;9.43;0;2019-02-27T13:25:00+00:00
43.9;94.0;0.0;0.0;0.01;5.34;9.4;0;2019-02-27T12:26:00+00:00
45.9;85.0;0.0;0.0;0.0;5.33;9.39;0;2019-02-27T11:25:00+00:00
44.8;88.0;0.0;0.0;0.0;5.33;9.39;0;2019-02-27T10:25:00+00:00
42.1;85.0;0.0;0.0;0.0;5.33;9.39;0;2019-02-27T07:25:00+00:00
41.0;83.0;0.0;0.0;0.0;5.33;9.39;0;2019-02-27T05:50:00+00:00
41.0;83.0;0.0;0.0;0.0;5.33;9.39;0;2019-02-27T05:25:00+00:00
42.6;81.0;0.0;0.0;0.0;5.33;9.39;0;2019-02-27T04:26:00+00:00
61.2;29.0;0.0;0.0;0.0;5.33;9.39;3;2019-02-26T19:25:00+00:00
55.9;32.0;2.0;2.5;0.0;5.33;9.39;5;2019-02-26T15:55:00+00:00
43.9;53.0;0.0;0.0;0.0;5.33;9.39;2;2019-02-26T13:45:00+00:00
38.1;68.0;0.0;0.0;0.0;5.33;9.39;2;2019-02-26T13:25:00+00:00
32.5;86.0;0.0;0.0;0.0;5.33;9.39;0;2019-02-26T11:25:00+00:00
48.4;51.0;0.0;0.0;0.0;5.33;9.39;0;2019-02-26T00:25:00+00:00
59.2;14.0;10.5;15.0;0.0;5.33;9.39;2;2019-02-25T20:55:00+00:00
59.7;15.0;2.0;2.5;0.0;5.33;9.39;2;2019-02-25T20:25:00+00:00
52.3;21.0;6.0;7.4;0.0;5.33;9.39;5;2019-02-25T15:55:00+00:00
49.8;25.0;4.3;4.9;0.0;5.33;9.39;4;2019-02-25T14:55:00+00:00
47.5;28.0;2.9;4.9;0.0;5.33;9.39;2;2019-02-25T13:55:00+00:00
42.4;33.0;2.7;4.9;0.0;5.33;9.39;1;2019-02-25T12:55:00+00:00
34.5;64.0;0.0;0.0;0.0;5.33;9.39;0;2019-02-25T11:55:00+00:00
37.6;56.0;0.0;0.0;0.0;5.33;9.39;0;2019-02-25T10:25:00+00:00
39.7;51.0;0.0;0.0;0.0;5.33;9.39;0;2019-02-25T09:56:00+00:00
41.7;44.0;0.0;0.0;0.0;5.33;9.39;0;2019-02-25T08:55:00+00:00
54.1;37.0;5.1;7.4;0.09;5.33;9.39;0;2019-02-25T02:26:00+00:00
63.0;28.0;9.6;9.8;0.09;5.33;9.39;0;2019-02-24T23:25:00+00:00
62.2;73.0;1.8;2.5;0.09;5.33;9.39;3;2019-02-24T19:20:00+00:00
54.1;97.0;4.9;7.4;0.09;5.33;9.39;5;2019-02-24T17:55:00+00:00
41.4;99.0;0.0;0.0;0.02;5.26;9.32;0;2019-02-24T10:55:00+00:00
41.0;99.0;0.0;0.0;0.01;5.24;9.31;0;2019-02-24T09:50:00+00:00
41.0;99.0;0.0;0.0;0.01;5.24;9.31;0;2019-02-24T08:26:00+00:00
41.2;99.0;0.0;0.0;1.25;5.23;9.3;0;2019-02-24T00:25:00+00:00
41.2;99.0;0.0;0.0;1.15;5.13;9.19;1;2019-02-23T21:25:00+00:00
41.4;99.0;1.8;2.5;0.97;4.95;9.01;1;2019-02-23T19:26:00+00:00
39.6;99.0;1.1;2.5;0.4;4.38;8.44;1;2019-02-23T14:26:00+00:00
39.6;99.0;2.5;4.9;0.32;4.3;8.36;0;2019-02-23T13:25:00+00:00
39.6;99.0;0.0;0.0;0.24;4.22;8.28;0;2019-02-23T12:55:00+00:00
39.6;99.0;0.0;0.0;0.08;4.06;8.13;0;2019-02-23T11:56:00+00:00
39.4;99.0;0.0;0.0;0.01;3.99;8.06;0;2019-02-23T08:55:00+00:00
39.4;99.0;1.1;2.5;0.01;3.99;8.06;0;2019-02-23T08:25:00+00:00
39.6;99.0;2.0;2.5;0.0;3.98;8.04;0;2019-02-23T07:27:00+00:00
44.2;99.0;0.0;0.0;0.85;3.93;8.0;0;2019-02-23T01:25:00+00:00
45.5;99.0;0.4;2.5;0.64;3.72;7.78;0;2019-02-22T21:25:00+00:00
45.9;99.0;0.0;0.0;0.63;3.71;7.77;1;2019-02-22T19:57:00+00:00
45.7;99.0;2.5;4.9;0.59;3.67;7.74;3;2019-02-22T18:25:00+00:00
46.8;99.0;2.9;4.9;0.58;3.66;7.72;2;2019-02-22T16:56:00+00:00
46.8;99.0;2.5;4.9;0.57;3.65;7.71;1;2019-02-22T16:20:00+00:00
46.9;99.0;0.2;2.5;0.56;3.64;7.7;2;2019-02-22T15:56:00+00:00
47.5;99.0;0.0;0.0;0.35;3.44;7.5;0;2019-02-22T12:26:00+00:00
52.2;99.0;0.0;0.0;0.0;3.08;7.15;0;2019-02-22T05:25:00+00:00
54.5;99.0;0.0;0.0;0.34;3.07;7.13;0;2019-02-22T00:51:00+00:00
55.2;99.0;0.0;0.0;0.34;3.07;7.13;0;2019-02-22T00:30:00+00:00
56.7;98.0;0.0;0.0;0.34;3.07;7.13;0;2019-02-21T23:40:00+00:00
57.2;98.0;0.0;0.0;0.34;3.07;7.13;0;2019-02-21T23:15:00+00:00
60.4;85.0;0.0;0.0;0.34;3.07;7.13;1;2019-02-21T22:00:00+00:00
60.4;87.0;0.0;0.0;0.34;3.07;7.13;1;2019-02-21T21:55:00+00:00
60.4;87.0;0.0;0.0;0.34;3.07;7.13;1;2019-02-21T21:45:00+00:00
60.1;85.0;0.0;0.0;0.34;3.07;7.13;2;2019-02-21T21:15:00+00:00
59.7;85.0;1.3;2.5;0.34;3.07;7.13;2;2019-02-21T21:00:00+00:00
56.3;90.0;0.9;2.5;0.34;3.07;7.13;5;2019-02-21T19:35:00+00:00
55.0;93.0;2.5;2.5;0.34;3.07;7.13;4;2019-02-21T18:55:00+00:00
54.9;92.0;4.3;4.9;0.34;3.07;7.13;3;2019-02-21T18:45:00+00:00
50.9;97.0;1.3;2.5;0.34;3.07;7.13;6;2019-02-21T17:45:00+00:00
44.1;99.0;0.0;0.0;0.34;3.07;7.13;4;2019-02-21T16:35:00+00:00
43.0;99.0;0.0;0.0;0.31;3.04;7.1;1;2019-02-21T15:45:00+00:00
40.3;99.0;0.0;0.0;0.21;2.94;7.0;1;2019-02-21T13:45:00+00:00
39.2;99.0;0.0;0.0;0.21;2.94;7.0;1;2019-02-21T12:56:00+00:00
38.3;99.0;0.0;0.0;0.2;2.93;6.99;0;2019-02-21T11:55:00+00:00
37.6;99.0;0.0;0.0;0.2;2.93;6.99;0;2019-02-21T11:05:00+00:00
37.4;99.0;0.0;0.0;0.2;2.93;6.99;0;2019-02-21T10:55:00+00:00
37.0;99.0;0.0;0.0;0.2;2.93;6.99;0;2019-02-21T10:05:00+00:00
36.5;99.0;0.0;0.0;0.2;2.93;6.99;0;2019-02-21T09:30:00+00:00
36.3;99.0;0.0;0.0;0.2;2.93;6.99;0;2019-02-21T09:10:00+00:00
35.6;99.0;0.2;2.5;0.11;2.83;6.9;0;2019-02-21T07:41:00+00:00
35.6;99.0;4.0;4.9;0.05;2.78;6.84;0;2019-02-21T07:30:00+00:00
35.2;99.0;0.0;0.0;0.0;2.73;6.79;0;2019-02-21T06:00:00+00:00
34.9;99.0;2.0;2.5;0.47;2.73;6.79;0;2019-02-21T03:25:00+00:00
34.7;99.0;0.0;0.0;0.47;2.73;6.79;0;2019-02-21T03:10:00+00:00
34.5;99.0;2.0;2.5;0.47;2.73;6.79;0;2019-02-21T02:25:00+00:00
34.3;99.0;0.4;2.5;0.47;2.73;6.79;0;2019-02-21T02:05:00+00:00
34.9;99.0;0.0;0.0;0.47;2.73;6.79;0;2019-02-21T01:05:00+00:00
35.4;99.0;0.0;0.0;0.47;2.73;6.79;0;2019-02-20T23:35:00+00:00
35.4;99.0;0.0;0.0;0.47;2.73;6.79;0;2019-02-20T23:25:00+00:00
36.0;99.0;0.0;0.0;0.46;2.72;6.78;0;2019-02-20T22:35:00+00:00
36.0;99.0;0.0;0.0;0.46;2.72;6.78;1;2019-02-20T22:15:00+00:00
36.0;99.0;0.0;0.0;0.46;2.72;6.78;1;2019-02-20T22:05:00+00:00
36.1;99.0;0.0;0.0;0.37;2.62;6.69;1;2019-02-20T18:00:00+00:00
34.0;99.0;0.2;2.5;0.25;2.5;6.57;1;2019-02-20T15:40:00+00:00
33.8;99.0;1.8;2.5;0.25;2.5;6.57;2;2019-02-20T15:25:00+00:00
32.5;99.0;0.0;0.0;0.08;2.34;6.4;1;2019-02-20T13:15:00+00:00
32.7;99.0;0.2;2.5;0.06;2.31;6.38;0;2019-02-20T13:00:00+00:00
33.4;97.0;0.0;0.0;0.04;2.29;6.35;0;2019-02-20T12:25:00+00:00
33.6;96.0;0.4;2.5;0.04;2.29;6.35;0;2019-02-20T12:00:00+00:00
33.8;97.0;0.0;0.0;0.04;2.29;6.35;0;2019-02-20T11:25:00+00:00
33.8;98.0;0.4;2.5;0.04;2.29;6.35;0;2019-02-20T11:15:00+00:00
34.0;97.0;2.9;4.9;0.04;2.29;6.35;0;2019-02-20T11:05:00+00:00
34.0;96.0;0.0;0.0;0.04;2.29;6.35;0;2019-02-20T10:45:00+00:00
35.1;99.0;0.9;2.5;0.04;2.29;6.35;0;2019-02-20T08:55:00+00:00
35.2;99.0;0.0;0.0;0.25;2.26;6.32;0;2019-02-20T04:35:00+00:00
35.2;99.0;0.0;0.0;0.25;2.26;6.32;0;2019-02-20T04:25:00+00:00
35.4;99.0;0.0;0.0;0.19;2.2;6.26;0;2019-02-20T03:15:00+00:00
35.6;99.0;0.0;0.0;0.17;2.17;6.24;0;2019-02-20T02:41:00+00:00
38.3;95.0;0.0;0.0;0.04;2.04;6.11;0;2019-02-20T01:30:00+00:00
41.5;79.0;0.0;0.0;0.0;2.01;6.07;0;2019-02-20T00:50:00+00:00
42.4;70.0;0.0;0.0;0.0;2.01;6.07;0;2019-02-20T00:25:00+00:00
42.6;63.0;0.0;0.0;0.0;2.01;6.07;0;2019-02-20T00:05:00+00:00
42.6;67.0;0.0;0.0;0.0;2.01;6.07;0;2019-02-19T23:55:00+00:00
42.8;63.0;0.0;0.0;0.0;2.01;6.07;0;2019-02-19T23:30:00+00:00
43.0;61.0;0.0;0.0;0.0;2.01;6.07;0;2019-02-19T22:55:00+00:00
43.9;57.0;3.4;4.9;0.0;2.01;6.07;1;2019-02-19T21:40:00+00:00
44.1;57.0;2.5;4.9;0.0;2.01;6.07;1;2019-02-19T21:15:00+00:00
44.2;56.0;0.2;2.5;0.0;2.01;6.07;1;2019-02-19T20:42:00+00:00
44.4;55.0;0.0;0.0;0.0;2.01;6.07;1;2019-02-19T20:15:00+00:00
44.6;55.0;0.0;0.0;0.0;2.01;6.07;2;2019-02-19T19:55:00+00:00
44.4;55.0;2.9;4.9;0.0;2.01;6.07;2;2019-02-19T19:30:00+00:00
44.4;53.0;2.9;4.9;0.0;2.01;6.07;2;2019-02-19T19:11:00+00:00
43.9;53.0;0.0;0.0;0.0;2.01;6.07;2;2019-02-19T18:35:00+00:00
44.8;50.0;2.7;4.9;0.0;2.01;6.07;2;2019-02-19T17:15:00+00:00
45.5;49.0;3.6;4.9;0.0;2.01;6.07;3;2019-02-19T16:55:00+00:00
44.4;50.0;0.9;2.5;0.0;2.01;6.07;5;2019-02-19T16:30:00+00:00
44.1;50.0;4.5;4.9;0.0;2.01;6.07;4;2019-02-19T15:55:00+00:00
42.3;52.0;0.2;2.5;0.0;2.01;6.07;2;2019-02-19T14:30:00+00:00
39.7;58.0;1.1;2.5;0.0;2.01;6.07;2;2019-02-19T13:35:00+00:00
34.7;78.0;0.0;0.0;0.0;2.01;6.07;1;2019-02-19T12:55:00+00:00
32.9;82.0;0.0;0.0;0.0;2.01;6.07;1;2019-02-19T12:35:00+00:00
35.8;71.0;0.0;0.0;0.0;2.01;6.07;0;2019-02-19T10:30:00+00:00
36.0;74.0;0.0;0.0;0.0;2.01;6.07;0;2019-02-19T10:25:00+00:00
37.8;66.0;0.0;0.0;0.0;2.01;6.07;0;2019-02-19T09:00:00+00:00
38.3;67.0;0.0;0.0;0.0;2.01;6.07;0;2019-02-19T08:30:00+00:00
38.7;66.0;0.0;0.0;0.0;2.01;6.07;0;2019-02-19T08:10:00+00:00
38.8;65.0;0.0;0.0;0.0;2.01;6.07;0;2019-02-19T06:30:00+00:00
39.0;65.0;0.0;0.0;0.0;2.01;6.07;0;2019-02-19T06:20:00+00:00
39.2;68.0;0.0;0.0;0.0;2.01;6.07;0;2019-02-19T06:00:00+00:00
39.4;67.0;0.0;0.0;0.0;2.01;6.07;0;2019-02-19T05:55:00+00:00
39.4;68.0;0.9;2.5;0.0;2.01;6.07;0;2019-02-19T05:45:00+00:00
39.6;66.0;0.0;0.0;0.0;2.01;6.07;0;2019-02-19T05:31:00+00:00
43.0;61.0;0.2;2.5;0.46;2.01;6.07;0;2019-02-19T03:25:00+00:00
43.9;61.0;0.0;0.0;0.46;2.01;6.07;0;2019-02-19T02:45:00+00:00
46.2;56.0;0.0;0.0;0.46;2.01;6.07;0;2019-02-19T01:45:00+00:00
49.5;60.0;1.3;2.5;0.46;2.01;6.07;0;2019-02-19T00:35:00+00:00
49.6;65.0;1.1;2.5;0.46;2.01;6.07;0;2019-02-19T00:15:00+00:00
50.7;58.0;0.0;0.0;0.46;2.01;6.07;0;2019-02-18T23:45:00+00:00
53.2;54.0;0.0;0.0;0.46;2.01;6.07;0;2019-02-18T23:15:00+00:00
55.8;50.0;0.0;0.0;0.46;2.01;6.07;0;2019-02-18T22:45:00+00:00
59.4;44.0;2.0;2.5;0.46;2.01;6.07;2;2019-02-18T21:15:00+00:00
61.7;38.0;4.3;4.9;0.46;2.01;6.07;2;2019-02-18T20:35:00+00:00
62.2;40.0;6.7;7.4;0.46;2.01;6.07;3;2019-02-18T20:25:00+00:00
61.3;48.0;0.2;2.5;0.46;2.01;6.07;7;2019-02-18T18:00:00+00:00
41.9;99.0;1.1;2.5;0.46;2.01;6.07;1;2019-02-18T13:11:00+00:00
41.9;99.0;0.0;0.0;0.46;2.01;6.07;1;2019-02-18T13:05:00+00:00
40.5;99.0;0.0;0.0;0.46;2.01;6.07;0;2019-02-18T11:05:00+00:00
39.9;99.0;0.0;0.0;0.46;2.01;6.07;0;2019-02-18T10:05:00+00:00
39.7;99.0;0.0;0.0;0.46;2.01;6.07;0;2019-02-18T09:57:00+00:00
39.6;99.0;0.0;0.0;0.46;2.01;6.07;0;2019-02-18T09:30:00+00:00
39.2;99.0;0.0;0.0;0.46;2.01;6.07;0;2019-02-18T08:05:00+00:00
38.8;99.0;0.0;0.0;0.46;2.01;6.07;0;2019-02-18T07:25:00+00:00
38.7;99.0;0.0;0.0;0.37;1.91;5.98;0;2019-02-18T06:45:00+00:00
38.5;99.0;0.9;2.5;0.32;1.87;5.93;0;2019-02-18T06:25:00+00:00
38.3;99.0;0.0;0.0;0.18;1.72;5.79;0;2019-02-18T05:45:00+00:00
38.3;99.0;0.0;0.0;0.13;1.68;5.74;0;2019-02-18T05:26:00+00:00
38.5;99.0;0.0;0.0;0.32;1.45;5.52;0;2019-02-18T04:40:00+00:00
38.5;99.0;0.0;0.0;0.25;1.38;5.44;0;2019-02-18T03:55:00+00:00
38.3;99.0;0.0;0.0;0.17;1.3;5.36;0;2019-02-18T03:10:00+00:00
38.3;99.0;0.0;0.0;0.12;1.25;5.31;0;2019-02-18T02:42:00+00:00
38.3;99.0;0.0;0.0;0.11;1.24;5.3;0;2019-02-18T02:30:00+00:00
38.1;99.0;0.0;0.0;0.07;1.2;5.27;0;2019-02-18T00:40:00+00:00
37.9;99.0;0.0;0.0;0.07;1.2;5.27;0;2019-02-18T00:27:00+00:00
37.8;99.0;0.0;0.0;0.07;1.2;5.27;0;2019-02-17T23:25:00+00:00
37.6;99.0;1.1;2.5;0.06;1.19;5.26;0;2019-02-17T23:05:00+00:00
37.6;99.0;0.0;0.0;0.06;1.19;5.26;0;2019-02-17T22:30:00+00:00
37.6;99.0;0.0;0.0;0.06;1.19;5.26;0;2019-02-17T21:55:00+00:00
37.6;99.0;1.8;2.5;0.06;1.19;5.26;0;2019-02-17T21:45:00+00:00
37.4;99.0;2.5;4.9;0.06;1.19;5.26;1;2019-02-17T21:25:00+00:00
37.2;99.0;2.5;2.5;0.06;1.19;5.26;1;2019-02-17T21:00:00+00:00
37.2;97.0;0.0;0.0;0.06;1.19;5.26;1;2019-02-17T19:35:00+00:00
37.9;95.0;0.0;0.0;0.05;1.18;5.24;1;2019-02-17T18:45:00+00:00
39.2;80.0;0.0;0.0;0.01;1.15;5.21;2;2019-02-17T17:35:00+00:00
39.2;77.0;0.0;0.0;0.01;1.15;5.21;1;2019-02-17T17:00:00+00:00
38.8;79.0;0.0;0.0;0.01;1.15;5.21;2;2019-02-17T16:25:00+00:00
39.2;80.0;0.0;0.0;0.01;1.15;5.21;1;2019-02-17T15:55:00+00:00
37.0;82.0;0.0;0.0;0.0;1.13;5.2;1;2019-02-17T12:50:00+00:00
36.7;85.0;0.0;0.0;0.0;1.13;5.2;0;2019-02-17T12:05:00+00:00
37.0;86.0;0.0;0.0;0.0;1.13;5.2;0;2019-02-17T11:40:00+00:00
36.9;86.0;0.0;0.0;0.0;1.13;5.2;0;2019-02-17T10:35:00+00:00
36.9;86.0;0.0;0.0;0.0;1.13;5.2;0;2019-02-17T10:20:00+00:00
36.7;90.0;0.0;0.0;0.0;1.13;5.2;0;2019-02-17T09:25:00+00:00
36.5;90.0;0.0;0.0;0.0;1.13;5.2;0;2019-02-17T09:00:00+00:00
36.5;90.0;0.0;0.0;0.0;1.13;5.2;0;2019-02-17T08:55:00+00:00
36.5;92.0;0.0;0.0;0.0;1.13;5.2;0;2019-02-17T08:40:00+00:00
36.3;94.0;0.0;0.0;0.0;1.13;5.2;0;2019-02-17T08:00:00+00:00
36.1;95.0;0.0;0.0;0.0;1.13;5.2;0;2019-02-17T07:30:00+00:00
36.1;94.0;0.0;0.0;0.0;1.13;5.2;0;2019-02-17T06:35:00+00:00
35.4;92.0;0.0;0.0;0.0;1.13;5.2;0;2019-02-17T05:45:00+00:00
35.4;92.0;0.0;0.0;0.6;1.13;5.2;0;2019-02-17T04:55:00+00:00
35.8;91.0;0.0;0.0;0.6;1.13;5.2;0;2019-02-17T04:35:00+00:00
36.3;89.0;0.0;0.0;0.6;1.13;5.2;0;2019-02-17T04:15:00+00:00
37.9;88.0;0.0;0.0;0.6;1.13;5.2;0;2019-02-17T03:35:00+00:00
38.7;80.0;0.0;0.0;0.6;1.13;5.2;0;2019-02-17T03:05:00+00:00
39.2;87.0;0.0;0.0;0.6;1.13;5.2;0;2019-02-17T01:55:00+00:00
39.2;87.0;0.0;0.0;0.6;1.13;5.2;0;2019-02-17T01:25:00+00:00
39.4;93.0;0.0;0.0;0.6;1.13;5.2;0;2019-02-17T00:15:00+00:00
39.7;94.0;0.0;0.0;0.6;1.13;5.2;0;2019-02-16T23:25:00+00:00
39.7;95.0;0.0;0.0;0.6;1.13;5.2;0;2019-02-16T22:55:00+00:00
39.9;94.0;0.0;0.0;0.6;1.13;5.2;0;2019-02-16T22:45:00+00:00
40.5;96.0;0.0;0.0;0.6;1.13;5.2;0;2019-02-16T22:00:00+00:00
40.8;95.0;1.3;2.5;0.6;1.13;5.2;1;2019-02-16T21:05:00+00:00
40.8;96.0;0.2;2.5;0.6;1.13;5.2;1;2019-02-16T20:55:00+00:00
40.8;97.0;0.4;2.5;0.6;1.13;5.2;4;2019-02-16T19:55:00+00:00
40.6;98.0;2.9;4.9;0.6;1.13;5.2;2;2019-02-16T19:40:00+00:00
40.5;98.0;0.0;0.0;0.6;1.13;5.2;2;2019-02-16T19:25:00+00:00
40.1;98.0;1.8;2.5;0.6;1.13;5.2;3;2019-02-16T18:50:00+00:00
40.3;99.0;1.1;2.5;0.6;1.13;5.2;2;2019-02-16T18:31:00+00:00
40.1;98.0;2.5;4.9;0.59;1.12;5.19;2;2019-02-16T17:55:00+00:00
40.3;98.0;8.1;9.8;0.59;1.12;5.19;2;2019-02-16T17:23:00+00:00
47.5;99.0;0.2;2.5;0.48;1.02;5.08;1;2019-02-16T14:45:00+00:00
48.2;99.0;4.5;7.4;0.39;0.92;4.98;1;2019-02-16T13:56:00+00:00
48.4;99.0;0.0;0.0;0.34;0.87;4.94;1;2019-02-16T13:35:00+00:00
52.9;98.0;0.0;0.0;0.04;0.57;4.63;0;2019-02-16T10:55:00+00:00
54.0;99.0;0.0;0.0;0.02;0.56;4.62;0;2019-02-16T09:55:00+00:00
54.3;98.0;0.0;0.0;0.01;0.54;4.61;0;2019-02-16T09:35:00+00:00
55.0;91.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T08:45:00+00:00
56.1;90.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T07:45:00+00:00
56.3;90.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T07:35:00+00:00
56.8;88.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T07:05:00+00:00
57.2;87.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T06:45:00+00:00
57.6;85.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T06:25:00+00:00
58.3;83.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T05:25:00+00:00
58.1;82.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T05:05:00+00:00
57.6;83.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T04:45:00+00:00
57.6;84.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T04:25:00+00:00
57.0;83.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T03:55:00+00:00
56.7;85.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T03:30:00+00:00
56.8;85.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T03:01:00+00:00
58.1;84.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T02:00:00+00:00
58.3;83.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T01:50:00+00:00
59.0;81.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T01:20:00+00:00
60.6;78.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-16T00:40:00+00:00
62.4;73.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-15T23:55:00+00:00
63.1;70.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-15T23:25:00+00:00
63.9;67.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-15T22:55:00+00:00
64.8;64.0;0.0;0.0;0.0;0.53;4.59;1;2019-02-15T22:20:00+00:00
66.4;60.0;0.2;2.5;0.0;0.53;4.59;2;2019-02-15T20:45:00+00:00
67.3;57.0;5.1;7.4;0.0;0.53;4.59;3;2019-02-15T19:55:00+00:00
66.4;56.0;3.6;4.9;0.0;0.53;4.59;3;2019-02-15T19:21:00+00:00
62.2;59.0;0.0;0.0;0.0;0.53;4.59;5;2019-02-15T17:15:00+00:00
60.1;59.0;2.0;4.9;0.0;0.53;4.59;4;2019-02-15T16:45:00+00:00
58.5;60.0;1.3;2.5;0.0;0.53;4.59;3;2019-02-15T16:10:00+00:00
58.3;59.0;0.0;0.0;0.0;0.53;4.59;3;2019-02-15T16:05:00+00:00
58.1;59.0;0.9;2.5;0.0;0.53;4.59;2;2019-02-15T15:55:00+00:00
57.0;56.0;0.4;2.5;0.0;0.53;4.59;3;2019-02-15T15:05:00+00:00
56.7;57.0;1.3;2.5;0.0;0.53;4.59;2;2019-02-15T14:55:00+00:00
56.1;54.0;1.1;2.5;0.0;0.53;4.59;2;2019-02-15T13:45:00+00:00
50.7;71.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-15T12:25:00+00:00
52.2;72.0;0.4;2.5;0.0;0.53;4.59;0;2019-02-15T11:05:00+00:00
52.2;71.0;0.9;2.5;0.0;0.53;4.59;0;2019-02-15T10:30:00+00:00
52.3;68.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-15T09:41:00+00:00
52.7;67.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-15T09:10:00+00:00
52.7;66.0;0.9;2.5;0.0;0.53;4.59;0;2019-02-15T09:01:00+00:00
52.7;65.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-15T08:55:00+00:00
53.1;60.0;2.0;2.5;0.0;0.53;4.59;0;2019-02-15T07:35:00+00:00
52.5;50.0;1.3;2.5;0.0;0.53;4.59;0;2019-02-15T05:40:00+00:00
52.7;49.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-15T05:35:00+00:00
54.1;44.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-15T04:30:00+00:00
56.3;37.0;3.6;4.9;0.0;0.53;4.59;0;2019-02-15T02:55:00+00:00
57.0;36.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-15T01:25:00+00:00
56.7;36.0;1.3;2.5;0.0;0.53;4.59;0;2019-02-15T00:25:00+00:00
62.1;26.0;0.0;0.0;0.0;0.53;4.59;2;2019-02-14T21:15:00+00:00
62.8;25.0;2.5;2.5;0.0;0.53;4.59;3;2019-02-14T20:01:00+00:00
62.6;24.0;1.8;2.5;0.0;0.53;4.59;3;2019-02-14T18:55:00+00:00
62.1;24.0;2.0;2.5;0.0;0.53;4.59;6;2019-02-14T18:25:00+00:00
61.2;25.0;0.4;2.5;0.0;0.53;4.59;6;2019-02-14T18:10:00+00:00
59.9;24.0;0.0;0.0;0.0;0.53;4.59;6;2019-02-14T17:55:00+00:00
55.6;35.0;1.3;2.5;0.0;0.53;4.59;5;2019-02-14T16:11:00+00:00
54.9;35.0;0.0;0.0;0.0;0.53;4.59;5;2019-02-14T16:00:00+00:00
54.5;37.0;0.0;0.0;0.0;0.53;4.59;5;2019-02-14T15:55:00+00:00
39.7;59.0;0.0;0.0;0.0;0.53;4.59;1;2019-02-14T13:15:00+00:00
34.3;75.0;0.0;0.0;0.0;0.53;4.59;1;2019-02-14T12:40:00+00:00
34.0;77.0;0.0;0.0;0.0;0.53;4.59;1;2019-02-14T12:30:00+00:00
32.9;74.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-14T12:15:00+00:00
32.5;73.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-14T11:55:00+00:00
33.1;77.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-14T11:40:00+00:00
35.1;72.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-14T09:10:00+00:00
34.0;82.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-14T07:31:00+00:00
35.4;72.0;0.0;0.0;0.0;0.53;4.59;0;2019-02-14T06:40:00+00:00
