temperature;humidity;wind_speed;wind_gust;daily_ra;monthly_ra;yearly_ra;uv_0_11;date
23.2;98.0;0.0;0.0;0.0;5.35;11.37;0;2020-02-22T12:25:00+00:00
24.6;98.0;0.0;0.0;0.0;5.35;11.37;0;2020-02-22T07:55:00+00:00
26.4;98.0;0.0;0.0;0.33;5.35;11.37;0;2020-02-22T04:55:00+00:00
26.8;97.0;0.0;0.0;0.33;5.35;11.37;0;2020-02-22T04:25:00+00:00
27.9;95.0;0.0;0.0;0.33;5.35;11.37;0;2020-02-22T02:55:00+00:00
28.2;94.0;0.0;0.0;0.33;5.35;11.37;0;2020-02-22T02:25:00+00:00
36.0;69.0;0.0;0.0;0.33;5.35;11.37;1;2020-02-21T22:25:00+00:00
36.3;66.0;0.0;0.0;0.33;5.35;11.37;1;2020-02-21T21:55:00+00:00
36.0;67.0;0.0;0.0;0.33;5.35;11.37;1;2020-02-21T21:25:00+00:00
35.4;70.0;0.4;2.5;0.33;5.35;11.37;2;2020-02-21T20:55:00+00:00
35.6;73.0;0.2;2.5;0.33;5.35;11.37;2;2020-02-21T20:25:00+00:00
34.5;68.0;0.0;0.0;0.27;5.29;11.31;3;2020-02-21T18:50:00+00:00
33.1;71.0;0.0;0.0;0.2;5.22;11.24;1;2020-02-21T17:55:00+00:00
32.2;73.0;0.0;0.0;0.12;5.14;11.16;2;2020-02-21T16:55:00+00:00
27.0;89.0;0.0;0.0;0.0;5.02;11.04;0;2020-02-21T12:25:00+00:00
27.7;90.0;0.0;0.0;0.0;5.02;11.04;0;2020-02-21T11:55:00+00:00
29.7;91.0;0.0;0.0;0.0;5.02;11.04;0;2020-02-21T10:55:00+00:00
30.6;93.0;0.0;0.0;0.0;5.02;11.04;0;2020-02-21T10:25:00+00:00
30.9;96.0;0.0;0.0;0.0;5.02;11.04;0;2020-02-21T09:55:00+00:00
32.0;99.0;0.0;0.0;0.0;5.02;11.04;0;2020-02-21T08:25:00+00:00
32.4;99.0;0.0;0.0;0.06;5.02;11.04;0;2020-02-20T23:55:00+00:00
32.4;99.0;0.0;0.0;0.06;5.02;11.04;0;2020-02-20T23:25:00+00:00
42.8;58.0;5.6;7.4;0.0;4.96;10.98;1;2020-02-20T19:25:00+00:00
43.3;58.0;0.0;0.0;0.0;4.96;10.98;3;2020-02-20T16:25:00+00:00
41.5;72.0;0.2;2.5;0.0;4.96;10.98;2;2020-02-20T15:25:00+00:00
41.4;73.0;0.0;0.0;0.0;4.96;10.98;1;2020-02-20T14:55:00+00:00
41.2;77.0;0.0;0.0;0.0;4.96;10.98;1;2020-02-20T14:25:00+00:00
38.7;99.0;0.0;0.0;0.0;4.96;10.98;0;2020-02-20T05:25:00+00:00
41.0;99.0;0.0;0.0;0.15;4.96;10.98;0;2020-02-20T01:55:00+00:00
47.5;90.0;0.0;0.0;0.15;4.96;10.98;0;2020-02-19T22:55:00+00:00
48.7;99.0;0.9;2.5;0.13;4.94;10.96;1;2020-02-19T14:55:00+00:00
48.9;99.0;1.1;2.5;0.13;4.94;10.96;1;2020-02-19T14:25:00+00:00
50.7;99.0;0.0;0.0;0.09;4.9;10.93;0;2020-02-19T10:25:00+00:00
55.0;99.0;0.0;0.0;0.02;4.83;10.85;0;2020-02-19T05:55:00+00:00
54.9;99.0;0.0;0.0;0.0;4.81;10.83;0;2020-02-19T05:25:00+00:00
55.0;99.0;0.0;0.0;0.08;4.81;10.83;0;2020-02-19T04:55:00+00:00
57.9;90.0;0.0;0.0;0.0;4.72;10.75;0;2020-02-19T00:55:00+00:00
58.5;82.0;0.0;0.0;0.0;4.72;10.75;0;2020-02-19T00:25:00+00:00
59.4;80.0;0.0;0.0;0.0;4.72;10.75;0;2020-02-18T23:25:00+00:00
61.9;71.0;0.0;0.0;0.0;4.72;10.75;2;2020-02-18T20:25:00+00:00
60.4;67.0;3.4;4.9;0.0;4.72;10.75;3;2020-02-18T18:55:00+00:00
58.1;66.0;1.3;2.5;0.0;4.72;10.75;4;2020-02-18T17:55:00+00:00
38.5;99.0;0.0;0.0;0.0;4.72;10.75;1;2020-02-18T12:25:00+00:00
38.5;99.0;0.0;0.0;0.0;4.72;10.75;0;2020-02-18T10:25:00+00:00
43.2;91.0;0.0;0.0;0.0;4.72;10.75;0;2020-02-18T03:55:00+00:00
53.4;68.0;0.0;0.0;0.0;4.72;10.75;0;2020-02-17T23:25:00+00:00
57.2;55.0;0.0;0.0;0.0;4.72;10.75;1;2020-02-17T22:25:00+00:00
57.6;53.0;2.9;4.9;0.0;4.72;10.75;1;2020-02-17T21:55:00+00:00
57.9;49.0;0.0;0.0;0.0;4.72;10.75;4;2020-02-17T19:25:00+00:00
53.1;60.0;2.0;2.5;0.0;4.72;10.75;4;2020-02-17T15:25:00+00:00
37.6;99.0;0.0;0.0;0.0;4.72;10.75;0;2020-02-17T12:25:00+00:00
37.8;99.0;0.0;0.0;0.0;4.72;10.75;0;2020-02-17T11:55:00+00:00
37.9;99.0;0.0;0.0;0.0;4.72;10.75;0;2020-02-17T11:25:00+00:00
42.4;99.0;0.0;0.0;0.0;4.72;10.75;0;2020-02-17T08:25:00+00:00
44.1;99.0;0.0;0.0;0.0;4.72;10.75;0;2020-02-17T05:25:00+00:00
48.7;80.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-17T01:25:00+00:00
50.9;54.0;2.0;2.5;0.0;4.71;10.74;5;2020-02-16T16:55:00+00:00
48.9;57.0;1.1;2.5;0.0;4.71;10.74;5;2020-02-16T15:55:00+00:00
43.3;63.0;0.2;2.5;0.0;4.71;10.74;3;2020-02-16T14:55:00+00:00
33.1;84.0;0.0;0.0;0.0;4.71;10.74;1;2020-02-16T13:25:00+00:00
30.7;92.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-16T12:25:00+00:00
30.4;92.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-16T11:55:00+00:00
30.7;88.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-16T06:55:00+00:00
31.5;85.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-16T05:55:00+00:00
31.5;80.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-16T04:55:00+00:00
31.8;79.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-16T03:50:00+00:00
34.0;69.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-16T01:55:00+00:00
37.2;59.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-16T00:25:00+00:00
39.9;52.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-15T23:25:00+00:00
27.3;66.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-15T11:55:00+00:00
28.2;64.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-15T10:55:00+00:00
31.6;59.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-15T06:55:00+00:00
38.7;49.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-15T02:25:00+00:00
39.6;48.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-15T01:55:00+00:00
44.1;53.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-14T23:25:00+00:00
46.0;42.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-14T22:55:00+00:00
49.5;35.0;0.0;0.0;0.0;4.71;10.74;1;2020-02-14T21:25:00+00:00
50.5;34.0;2.0;2.5;0.0;4.71;10.74;2;2020-02-14T20:55:00+00:00
41.5;69.0;3.4;4.9;0.0;4.71;10.74;0;2020-02-14T09:55:00+00:00
45.3;69.0;0.0;0.0;0.0;4.71;10.74;0;2020-02-14T07:25:00+00:00
50.2;67.0;0.9;2.5;0.51;4.71;10.74;0;2020-02-14T03:55:00+00:00
54.7;89.0;0.0;0.0;0.51;4.71;10.74;0;2020-02-14T00:55:00+00:00
57.9;94.0;3.6;4.9;0.51;4.71;10.74;0;2020-02-14T00:25:00+00:00
62.4;99.0;0.0;0.0;0.5;4.7;10.72;1;2020-02-13T20:55:00+00:00
59.4;99.0;0.9;2.5;0.45;4.65;10.68;2;2020-02-13T16:55:00+00:00
68.2;88.0;1.3;2.5;0.0;4.2;10.23;1;2020-02-13T13:55:00+00:00
67.6;90.0;3.4;4.9;0.0;4.2;10.23;1;2020-02-13T13:25:00+00:00
67.1;91.0;0.0;0.0;0.0;4.2;10.23;0;2020-02-13T12:55:00+00:00
55.9;93.0;4.9;7.4;0.0;4.2;10.23;0;2020-02-13T06:55:00+00:00
55.6;89.0;2.0;4.9;0.0;4.2;10.23;0;2020-02-13T06:25:00+00:00
54.9;82.0;2.5;4.9;0.01;4.2;10.23;0;2020-02-13T04:25:00+00:00
54.9;81.0;0.0;0.0;0.01;4.2;10.23;0;2020-02-13T02:55:00+00:00
55.4;82.0;1.1;2.5;0.01;4.2;10.23;0;2020-02-12T23:25:00+00:00
55.0;85.0;2.9;4.9;0.01;4.2;10.23;1;2020-02-12T20:55:00+00:00
54.7;89.0;2.9;4.9;0.01;4.2;10.23;1;2020-02-12T19:25:00+00:00
54.0;91.0;0.4;2.5;0.01;4.2;10.23;1;2020-02-12T18:26:00+00:00
54.7;76.0;0.2;2.5;0.01;4.2;10.23;3;2020-02-12T15:55:00+00:00
54.0;73.0;0.2;2.5;0.01;4.2;10.23;3;2020-02-12T15:25:00+00:00
51.8;77.0;0.0;0.0;0.01;4.2;10.23;0;2020-02-12T11:25:00+00:00
66.9;98.0;0.0;0.0;0.48;4.16;10.18;1;2020-02-11T22:25:00+00:00
71.2;82.0;0.0;0.0;0.45;4.12;10.15;1;2020-02-11T21:25:00+00:00
70.7;83.0;0.9;2.5;0.45;4.12;10.15;1;2020-02-11T20:25:00+00:00
71.1;83.0;0.9;2.5;0.45;4.12;10.15;1;2020-02-11T19:55:00+00:00
69.1;86.0;4.3;7.4;0.45;4.12;10.15;3;2020-02-11T17:55:00+00:00
64.0;99.0;0.4;2.5;0.44;4.11;10.13;1;2020-02-11T15:55:00+00:00
63.3;99.0;0.4;2.5;0.41;4.09;10.11;1;2020-02-11T14:55:00+00:00
63.0;99.0;4.5;7.4;0.4;4.07;10.1;1;2020-02-11T14:25:00+00:00
62.6;99.0;0.2;2.5;0.28;3.96;9.98;0;2020-02-11T13:25:00+00:00
63.0;95.0;1.1;2.5;0.01;3.69;9.71;0;2020-02-11T10:25:00+00:00
62.6;91.0;0.0;0.0;0.0;3.67;9.7;0;2020-02-11T08:25:00+00:00
61.3;87.0;0.2;2.5;0.0;3.67;9.7;0;2020-02-11T06:25:00+00:00
60.4;88.0;1.8;2.5;0.0;3.67;9.7;0;2020-02-11T05:55:00+00:00
59.4;70.0;0.0;0.0;0.0;3.67;9.7;3;2020-02-10T18:55:00+00:00
56.5;68.0;0.2;2.5;0.0;3.67;9.7;4;2020-02-10T16:25:00+00:00
46.9;74.0;0.0;0.0;0.0;3.67;9.7;2;2020-02-10T14:25:00+00:00
43.9;79.0;0.0;0.0;0.0;3.67;9.7;2;2020-02-10T13:55:00+00:00
42.3;82.0;1.1;2.5;0.0;3.67;9.7;1;2020-02-10T13:25:00+00:00
39.0;91.0;0.0;0.0;0.0;3.67;9.7;0;2020-02-10T11:55:00+00:00
41.0;83.0;0.0;0.0;0.0;3.67;9.7;0;2020-02-10T10:55:00+00:00
37.2;87.0;0.0;0.0;0.0;3.67;9.7;0;2020-02-10T04:55:00+00:00
37.4;89.0;0.0;0.0;0.0;3.67;9.7;0;2020-02-10T04:25:00+00:00
38.7;86.0;0.0;0.0;0.0;3.67;9.7;0;2020-02-10T03:25:00+00:00
39.2;85.0;0.0;0.0;0.0;3.67;9.7;0;2020-02-10T02:55:00+00:00
45.0;70.0;0.0;0.0;0.0;3.67;9.7;0;2020-02-10T00:25:00+00:00
48.9;54.0;0.0;0.0;0.0;3.67;9.7;0;2020-02-09T23:25:00+00:00
52.2;45.0;0.2;2.5;0.0;3.67;9.7;1;2020-02-09T22:25:00+00:00
51.4;45.0;0.9;2.5;0.0;3.67;9.7;5;2020-02-09T16:56:00+00:00
49.1;55.0;0.4;2.5;0.0;3.67;9.7;4;2020-02-09T15:55:00+00:00
47.5;64.0;0.2;2.5;0.0;3.67;9.7;4;2020-02-09T15:25:00+00:00
33.8;83.0;0.0;0.0;0.0;3.67;9.7;1;2020-02-09T13:20:00+00:00
36.9;90.0;0.0;0.0;0.0;3.67;9.7;0;2020-02-09T07:55:00+00:00
38.5;85.0;2.0;2.5;0.0;3.67;9.7;0;2020-02-09T04:55:00+00:00
38.7;81.0;0.4;2.5;0.0;3.67;9.7;0;2020-02-09T02:25:00+00:00
43.3;52.0;1.8;2.5;0.0;3.67;9.7;1;2020-02-08T21:25:00+00:00
43.5;48.0;1.3;2.5;0.0;3.67;9.7;1;2020-02-08T20:55:00+00:00
42.8;48.0;0.2;2.5;0.0;3.67;9.7;3;2020-02-08T18:25:00+00:00
39.4;61.0;0.0;0.0;0.0;3.67;9.7;2;2020-02-08T14:05:00+00:00
28.0;88.0;0.0;0.0;0.0;3.67;9.7;1;2020-02-08T12:55:00+00:00
29.7;79.0;0.0;0.0;0.0;3.67;9.7;0;2020-02-08T09:25:00+00:00
30.4;79.0;0.0;0.0;0.0;3.67;9.7;0;2020-02-08T08:25:00+00:00
32.0;78.0;0.0;0.0;0.0;3.67;9.7;0;2020-02-08T06:55:00+00:00
37.2;60.0;0.0;0.0;0.11;3.67;9.7;0;2020-02-08T03:55:00+00:00
41.0;48.0;3.6;4.9;0.11;3.67;9.7;0;2020-02-08T00:55:00+00:00
51.1;45.0;5.8;7.4;0.11;3.67;9.7;2;2020-02-07T19:55:00+00:00
47.8;75.0;5.6;7.4;0.11;3.67;9.7;2;2020-02-07T15:25:00+00:00
60.1;90.0;2.7;4.9;0.09;3.66;9.69;0;2020-02-07T11:25:00+00:00
60.6;99.0;0.0;0.0;2.76;2.95;8.98;0;2020-02-07T00:25:00+00:00
60.3;99.0;0.0;0.0;2.69;2.88;8.91;0;2020-02-06T23:55:00+00:00
59.0;99.0;0.0;0.0;2.1;2.29;8.31;0;2020-02-06T20:55:00+00:00
59.2;99.0;0.0;0.0;2.02;2.21;8.23;1;2020-02-06T20:25:00+00:00
59.0;99.0;2.7;4.9;1.96;2.15;8.17;1;2020-02-06T19:55:00+00:00
60.8;99.0;1.8;2.5;0.96;1.15;7.17;1;2020-02-06T16:25:00+00:00
59.5;99.0;0.0;0.0;0.53;0.72;6.74;0;2020-02-06T12:25:00+00:00
60.4;99.0;0.4;2.5;0.26;0.45;6.47;0;2020-02-06T08:25:00+00:00
60.3;99.0;0.0;0.0;0.19;0.38;6.4;0;2020-02-06T07:25:00+00:00
60.4;99.0;0.4;2.5;0.0;0.19;6.21;0;2020-02-06T05:25:00+00:00
60.6;99.0;0.0;0.0;0.14;0.15;6.18;0;2020-02-06T02:25:00+00:00
61.3;99.0;0.0;0.0;0.14;0.15;6.18;0;2020-02-05T23:25:00+00:00
61.5;99.0;0.0;0.0;0.14;0.15;6.18;0;2020-02-05T22:55:00+00:00
61.9;99.0;0.0;0.0;0.12;0.13;6.15;1;2020-02-05T20:25:00+00:00
63.7;88.0;9.6;12.3;0.0;0.01;6.04;2;2020-02-05T15:55:00+00:00
63.0;83.0;0.2;2.5;0.0;0.01;6.04;2;2020-02-05T14:25:00+00:00
60.3;89.0;0.0;0.0;0.0;0.01;6.04;1;2020-02-05T12:55:00+00:00
61.5;83.0;0.2;2.5;0.0;0.01;6.04;0;2020-02-05T08:25:00+00:00
63.0;80.0;0.0;0.0;0.0;0.01;6.04;0;2020-02-05T06:55:00+00:00
61.5;81.0;0.0;0.0;0.0;0.01;6.04;0;2020-02-05T05:25:00+00:00
62.2;63.0;0.0;0.0;0.0;0.01;6.04;0;2020-02-05T01:55:00+00:00
68.9;48.0;1.8;4.9;0.0;0.01;6.04;2;2020-02-04T20:25:00+00:00
70.7;47.0;2.7;4.9;0.0;0.01;6.04;3;2020-02-04T19:25:00+00:00
68.9;49.0;1.8;2.5;0.0;0.01;6.04;4;2020-02-04T18:25:00+00:00
62.6;58.0;4.5;4.9;0.0;0.01;6.04;3;2020-02-04T15:25:00+00:00
62.8;57.0;1.8;2.5;0.0;0.01;6.04;2;2020-02-04T14:55:00+00:00
59.9;60.0;1.3;2.5;0.0;0.01;6.04;1;2020-02-04T12:55:00+00:00
61.2;56.0;4.3;4.9;0.0;0.01;6.04;0;2020-02-04T10:55:00+00:00
61.7;50.0;0.2;2.5;0.0;0.01;6.04;0;2020-02-04T07:55:00+00:00
62.6;49.0;0.0;0.0;0.0;0.01;6.04;0;2020-02-04T07:25:00+00:00
61.3;55.0;0.0;0.0;0.0;0.01;6.04;0;2020-02-04T04:25:00+00:00
62.6;54.0;1.8;2.5;0.0;0.01;6.04;0;2020-02-04T02:55:00+00:00
61.5;53.0;0.0;0.0;0.0;0.01;6.04;0;2020-02-04T00:55:00+00:00
69.8;45.0;0.0;0.0;0.0;0.01;6.04;0;2020-02-03T22:25:00+00:00
73.6;33.0;0.0;0.0;0.0;0.01;6.04;2;2020-02-03T20:25:00+00:00
73.0;38.0;0.0;0.0;0.0;0.01;6.04;2;2020-02-03T19:55:00+00:00
58.8;52.0;2.7;4.9;0.0;0.01;6.04;3;2020-02-03T15:25:00+00:00
41.7;88.0;0.0;0.0;0.0;0.01;6.04;0;2020-02-03T10:55:00+00:00
43.5;86.0;0.0;0.0;0.0;0.01;6.04;0;2020-02-03T10:25:00+00:00
50.7;60.0;0.0;0.0;0.0;0.01;6.04;0;2020-02-03T05:40:00+00:00
56.8;47.0;5.6;7.4;0.0;0.01;6.04;0;2020-02-03T01:55:00+00:00
56.8;47.0;2.5;4.9;0.0;0.01;6.04;0;2020-02-03T01:25:00+00:00
58.3;44.0;4.9;7.4;0.0;0.01;6.04;0;2020-02-02T23:55:00+00:00
61.5;38.0;0.0;0.0;0.0;0.01;6.04;0;2020-02-02T22:25:00+00:00
39.7;82.0;0.0;0.0;0.0;0.01;6.04;2;2020-02-02T13:55:00+00:00
34.0;99.0;0.0;0.0;0.0;0.01;6.04;0;2020-02-02T08:55:00+00:00
35.6;99.0;0.0;0.0;0.0;0.01;6.04;0;2020-02-02T07:55:00+00:00
36.7;99.0;0.0;0.0;0.0;0.01;6.04;0;2020-02-02T06:56:00+00:00
39.2;99.0;0.0;0.0;0.01;0.01;6.04;0;2020-02-02T01:25:00+00:00
44.2;95.0;0.0;0.0;0.01;0.01;6.04;0;2020-02-01T22:55:00+00:00
45.0;93.0;0.0;0.0;0.01;0.01;6.04;0;2020-02-01T22:25:00+00:00
45.3;90.0;0.0;0.0;0.01;0.01;6.04;1;2020-02-01T21:55:00+00:00
39.6;99.0;0.0;0.0;0.01;0.01;6.04;1;2020-02-01T14:10:00+00:00
39.4;99.0;0.0;0.0;0.01;0.01;6.04;1;2020-02-01T13:55:00+00:00
38.1;99.0;0.0;0.0;0.01;0.01;6.04;0;2020-02-01T10:55:00+00:00
37.8;99.0;0.0;0.0;0.0;0.0;6.02;0;2020-02-01T06:25:00+00:00
37.4;99.0;0.0;0.0;0.58;5.98;5.98;0;2020-02-01T03:55:00+00:00
37.2;99.0;0.0;0.0;0.53;5.93;5.93;0;2020-02-01T01:25:00+00:00
39.9;94.0;0.0;0.0;0.06;5.46;5.46;1;2020-01-31T19:55:00+00:00
44.2;62.0;0.0;0.0;0.0;5.4;5.4;1;2020-01-31T17:55:00+00:00
36.5;80.0;0.0;0.0;0.0;5.4;5.4;2;2020-01-31T14:25:00+00:00
30.2;94.0;0.0;0.0;0.0;5.4;5.4;1;2020-01-31T12:56:00+00:00
29.5;95.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-31T12:25:00+00:00
32.4;87.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-31T08:25:00+00:00
33.6;85.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-31T06:25:00+00:00
37.8;69.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-31T02:25:00+00:00
39.7;73.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-31T00:55:00+00:00
40.8;70.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-31T00:25:00+00:00
45.5;53.0;4.3;4.9;0.0;5.4;5.4;5;2020-01-30T16:25:00+00:00
44.1;58.0;6.5;7.4;0.0;5.4;5.4;3;2020-01-30T14:55:00+00:00
35.6;85.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-30T12:25:00+00:00
36.5;83.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-30T11:55:00+00:00
36.9;80.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-30T10:55:00+00:00
37.4;78.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-30T10:25:00+00:00
49.5;53.0;2.5;2.5;0.0;5.4;5.4;2;2020-01-29T20:25:00+00:00
48.2;52.0;0.0;0.0;0.0;5.4;5.4;5;2020-01-29T17:25:00+00:00
44.2;58.0;0.0;0.0;0.0;5.4;5.4;3;2020-01-29T15:25:00+00:00
43.5;63.0;0.2;2.5;0.0;5.4;5.4;2;2020-01-29T14:55:00+00:00
36.1;77.0;0.0;0.0;0.0;5.4;5.4;2;2020-01-29T13:55:00+00:00
31.1;94.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-29T12:25:00+00:00
32.0;90.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-29T08:55:00+00:00
32.2;91.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-29T08:25:00+00:00
34.7;87.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-29T05:20:00+00:00
36.0;86.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-29T03:55:00+00:00
44.8;72.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-28T23:25:00+00:00
51.4;46.0;2.9;4.9;0.0;5.4;5.4;4;2020-01-28T18:25:00+00:00
48.4;52.0;3.4;4.9;0.0;5.4;5.4;4;2020-01-28T16:25:00+00:00
45.5;59.0;0.0;0.0;0.0;5.4;5.4;3;2020-01-28T14:55:00+00:00
44.1;65.0;3.4;4.9;0.0;5.4;5.4;2;2020-01-28T14:25:00+00:00
37.0;91.0;0.0;0.0;0.0;5.4;5.4;1;2020-01-28T13:25:00+00:00
36.1;96.0;0.0;0.0;0.0;5.4;5.4;1;2020-01-28T12:55:00+00:00
36.7;96.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-28T12:25:00+00:00
39.6;99.0;0.0;0.0;0.0;5.4;5.4;0;2020-01-28T06:55:00+00:00
40.1;99.0;0.0;0.0;0.09;5.4;5.4;0;2020-01-28T03:55:00+00:00
42.4;99.0;0.0;0.0;0.09;5.4;5.4;0;2020-01-28T02:25:00+00:00
43.7;99.0;1.1;2.5;0.09;5.4;5.4;0;2020-01-28T01:25:00+00:00
44.1;99.0;0.0;0.0;0.09;5.4;5.4;0;2020-01-27T23:55:00+00:00
44.6;99.0;1.1;2.5;0.09;5.4;5.4;0;2020-01-27T22:55:00+00:00
48.6;82.0;0.0;0.0;0.01;5.31;5.31;1;2020-01-27T20:55:00+00:00
53.2;54.0;0.0;0.0;0.0;5.3;5.3;2;2020-01-27T17:55:00+00:00
53.6;61.0;0.0;0.0;0.0;5.3;5.3;2;2020-01-27T17:25:00+00:00
50.5;59.0;0.0;0.0;0.0;5.3;5.3;5;2020-01-27T16:25:00+00:00
46.0;69.0;0.0;0.0;0.0;5.3;5.3;3;2020-01-27T15:25:00+00:00
35.4;91.0;0.0;0.0;0.0;5.3;5.3;1;2020-01-27T13:25:00+00:00
33.3;95.0;0.0;0.0;0.0;5.3;5.3;1;2020-01-27T12:55:00+00:00
32.2;98.0;0.0;0.0;0.0;5.3;5.3;0;2020-01-27T12:25:00+00:00
32.0;97.0;0.0;0.0;0.0;5.3;5.3;0;2020-01-27T11:25:00+00:00
34.7;92.0;0.0;0.0;0.0;5.3;5.3;0;2020-01-27T04:55:00+00:00
41.2;78.0;0.0;0.0;0.0;5.3;5.3;0;2020-01-27T00:55:00+00:00
42.8;78.0;0.0;0.0;0.0;5.3;5.3;0;2020-01-27T00:25:00+00:00
46.6;67.0;0.0;0.0;0.0;5.3;5.3;0;2020-01-26T23:25:00+00:00
49.6;56.0;1.3;2.5;0.0;5.3;5.3;0;2020-01-26T22:25:00+00:00
50.7;52.0;3.6;4.9;0.0;5.3;5.3;1;2020-01-26T21:55:00+00:00
51.3;50.0;2.0;2.5;0.0;5.3;5.3;1;2020-01-26T21:25:00+00:00
52.3;48.0;3.6;4.9;0.0;5.3;5.3;2;2020-01-26T19:25:00+00:00
49.8;52.0;3.6;4.9;0.0;5.3;5.3;5;2020-01-26T17:25:00+00:00
48.4;55.0;2.7;4.9;0.0;5.3;5.3;4;2020-01-26T16:25:00+00:00
46.2;60.0;1.8;2.5;0.0;5.3;5.3;3;2020-01-26T15:25:00+00:00
31.8;96.0;0.0;0.0;0.0;5.3;5.3;0;2020-01-26T11:55:00+00:00
32.4;94.0;0.0;0.0;0.0;5.3;5.3;0;2020-01-26T11:25:00+00:00
33.8;94.0;0.0;0.0;0.0;5.3;5.3;0;2020-01-26T09:25:00+00:00
35.2;92.0;0.0;0.0;0.0;5.3;5.3;0;2020-01-26T06:55:00+00:00
38.5;92.0;0.0;0.0;0.14;5.3;5.3;0;2020-01-26T03:55:00+00:00
46.4;99.0;0.0;0.0;0.14;5.3;5.3;1;2020-01-25T13:25:00+00:00
47.8;99.0;0.0;0.0;0.14;5.3;5.3;0;2020-01-25T11:55:00+00:00
49.3;99.0;0.0;0.0;0.14;5.3;5.3;0;2020-01-25T11:25:00+00:00
50.5;99.0;0.0;0.0;0.14;5.3;5.3;0;2020-01-25T10:55:00+00:00
53.1;99.0;0.0;0.0;0.14;5.3;5.3;0;2020-01-25T08:55:00+00:00
54.0;99.0;0.0;0.0;0.13;5.29;5.29;0;2020-01-25T07:55:00+00:00
60.8;83.0;0.9;2.5;0.0;3.8;3.8;0;2020-01-25T00:25:00+00:00
60.6;83.0;4.3;7.4;0.0;3.8;3.8;0;2020-01-24T23:55:00+00:00
64.0;69.0;0.4;2.5;0.0;3.8;3.8;1;2020-01-24T20:55:00+00:00
52.0;82.0;1.3;2.5;0.0;3.8;3.8;5;2020-01-24T16:55:00+00:00
49.3;87.0;2.7;4.9;0.0;3.8;3.8;2;2020-01-24T16:25:00+00:00
47.7;88.0;1.1;2.5;0.0;3.8;3.8;3;2020-01-24T15:55:00+00:00
42.3;92.0;0.0;0.0;0.0;3.8;3.8;1;2020-01-24T13:50:00+00:00
41.0;94.0;0.0;0.0;0.0;3.8;3.8;0;2020-01-24T11:25:00+00:00
39.9;92.0;0.0;0.0;0.0;3.8;3.8;0;2020-01-24T08:25:00+00:00
39.7;91.0;0.0;0.0;0.0;3.8;3.8;0;2020-01-24T07:55:00+00:00
39.9;90.0;0.9;2.5;0.0;3.8;3.8;0;2020-01-24T07:25:00+00:00
40.5;83.0;0.0;0.0;0.0;3.8;3.8;0;2020-01-24T06:25:00+00:00
39.4;80.0;0.0;0.0;0.0;3.8;3.8;0;2020-01-24T04:55:00+00:00
39.9;78.0;0.0;0.0;0.0;3.8;3.8;0;2020-01-24T03:25:00+00:00
40.3;77.0;0.0;0.0;0.0;3.8;3.8;0;2020-01-24T01:55:00+00:00
40.3;79.0;0.0;0.0;0.0;3.8;3.8;0;2020-01-24T00:55:00+00:00
43.9;72.0;0.0;0.0;0.0;3.8;3.8;0;2020-01-23T22:55:00+00:00
46.6;64.0;0.0;0.0;0.0;3.8;3.8;1;2020-01-23T21:55:00+00:00
46.8;63.0;0.0;0.0;0.0;3.8;3.8;1;2020-01-23T20:55:00+00:00
45.3;62.0;0.2;2.5;0.0;3.8;3.8;2;2020-01-23T19:25:00+00:00
44.8;62.0;0.0;0.0;0.0;3.8;3.8;3;2020-01-23T18:55:00+00:00
